,item_name,main_category,sub_category,receipt_id,date,item_code,quantity,payment_type,unit_buying_price,unit_selling_price,unit_price_margin,category,total_buying_price,total_selling price,total_margin,year,quarter,month,day_of_week,hour_of_day,quantity_type,investment,revenue,profit
302,Derana basmathi 5kg,Pantry staples,Rice,54,54,1,55.0,2,14.799999999999988,1,3.449999999999998,1,2,2,2,2,4,12,7,22,2,624.2500000000006,813.9999999999994,189.7499999999999
303,Derana bbq sauce 350ml,Pantry staples,Sauces,1,1,1,1.0,1,3.99,1,1.59,1,1,1,1,1,1,1,1,1,1,2.4,3.99,1.59
304,Derana beef curry mix 375g,Pantry staples,Spices,15,15,1,16.0,2,4.99,1,2.09,1,2,2,2,2,4,10,5,10,2,46.399999999999984,79.83999999999999,33.44
305,Derana bite mixture 200g,Snacks,Packaged snacks,28,28,1,29.0,2,2.4900000000000007,1,0.5399999999999996,1,1,1,1,1,3,8,6,15,1,56.550000000000026,72.21000000000002,15.65999999999999
306,Derana bite mixture dhal 200g,Snacks,Packaged snacks,30,30,1,34.0,2,2.5,1,0.6999999999999996,1,3,3,3,2,4,10,7,14,2,61.19999999999997,85.0,23.799999999999986
307,Derana buriyani mix 375g,Pantry staples,Spices,43,43,1,47.0,2,4.990000000000003,1,1.5900000000000019,1,2,2,2,2,4,11,7,16,2,159.80000000000013,234.5300000000001,74.73000000000008
308,Derana cashew curry 340g,Pantry staples,Sauce,47,47,1,55.0,2,7.9900000000000055,1,2.040000000000002,1,3,3,3,2,4,12,7,14,2,327.2499999999997,439.4500000000003,112.20000000000013
309,Derana chicken curry mix 375g,Pantry staples,Spices,54,54,1,58.0,2,4.990000000000004,1,1.590000000000002,1,2,2,2,2,4,11,7,17,2,197.2000000000002,289.4200000000002,92.22000000000011
310,Derana chilli paste 350g,Pantry staples,Spices,95,95,1,98.0,2,6.990000000000006,1,2.5399999999999974,1,1,1,1,2,4,12,7,17,1,436.0999999999993,685.0200000000007,248.91999999999976
311,Derana chilli pieces 250g,Pantry staples,Spices,23,23,1,23.0,2,2.5900000000000016,1,0.6400000000000002,1,1,1,1,1,3,7,6,14,1,44.85000000000001,59.570000000000036,14.720000000000004
312,Derana chilli pieces 500g,Pantry staples,Spices,16,16,1,16.0,2,5.1,1,1.1999999999999997,1,1,1,1,1,4,8,7,11,1,62.399999999999984,81.6,19.199999999999996
313,Derana chilli powder 250g,Pantry staples,Spices,29,29,1,29.0,2,2.590000000000002,1,0.6400000000000002,1,1,1,1,1,4,10,7,16,1,56.550000000000026,75.11000000000006,18.560000000000006
314,Derana chilli powder 500g,Pantry staples,Spices,39,39,1,39.0,2,5.099999999999996,1,1.2000000000000006,1,1,1,1,2,4,12,7,16,1,152.1000000000001,198.89999999999986,46.800000000000026
315,Derana chilli sauce 350ml,Pantry staples,Sauces,1,1,1,1.0,1,3.5,1,1.1,1,1,1,1,1,1,1,1,1,1,2.4,3.5,1.1
316,Derana cinnamon quills 50g,Pantry staples,Spices,61,61,1,61.0,2,3.4900000000000024,1,1.2399999999999998,1,1,1,1,2,4,12,7,18,1,137.25,212.89000000000016,75.63999999999999
317,Derana coconut cream 400ml,Pantry staples,Coconut products,38,38,1,44.0,2,2.2000000000000015,1,0.6000000000000004,1,1,1,1,2,4,12,6,16,1,70.4,96.80000000000007,26.40000000000002
318,Derana coconut milk 400ml,Pantry staples,Coconut products,54,54,1,58.0,2,2.200000000000002,1,0.6000000000000006,1,2,2,2,2,4,12,7,18,2,92.79999999999994,127.60000000000011,34.80000000000003
319,Derana coconut vinegar 750ml,Pantry staples,Vinegar,13,13,1,15.0,2,2.6900000000000004,1,0.7400000000000001,1,2,2,2,1,4,6,6,8,2,29.249999999999996,40.35,11.100000000000001
320,Derana coconut viniger 350ml,Pantry staples,Vinegar,13,13,1,14.0,2,1.75,1,0.6500000000000001,1,2,2,2,1,3,6,7,7,2,15.399999999999997,24.5,9.100000000000001
321,Derana curry powder 250g,Pantry staples,Spices,68,68,1,69.0,2,2.5900000000000025,1,0.6400000000000003,1,2,2,2,2,4,12,7,21,2,134.5500000000001,178.71000000000018,44.160000000000025
322,Derana curry powder 500g,Pantry staples,Spices,17,17,1,17.0,2,5.1,1,1.1999999999999997,1,1,1,1,2,3,8,7,11,1,66.29999999999998,86.69999999999999,20.399999999999995
323,Derana dried prawns 175g,Pantry staples,Condiment,29,29,1,30.0,2,4.700000000000001,1,1.0500000000000005,1,2,2,2,2,4,9,7,14,2,109.50000000000006,141.00000000000003,31.500000000000014
324,Derana dry seeni samble 325g,Pantry staples,Sauce,18,18,1,18.0,2,6.489999999999998,1,1.5399999999999996,1,1,1,1,2,4,9,7,9,1,89.10000000000002,116.81999999999996,27.71999999999999
325,Derana fish abulthiyal 300g,Pantry staples,Sauce,33,33,1,34.0,2,7.990000000000004,1,2.04,1,1,1,1,2,4,10,6,13,1,202.2999999999999,271.66000000000014,69.36
326,Derana fried katta 200g,Pantry staples,Sauce,34,34,1,38.0,2,6.990000000000004,1,2.0400000000000005,1,2,2,2,2,4,12,7,13,2,188.0999999999999,265.6200000000001,77.52000000000002
327,Derana fried sprat 175g,Pantry staples,Sardines,41,41,1,45.0,2,6.990000000000004,1,2.0400000000000014,1,1,1,1,2,4,10,7,15,1,222.74999999999983,314.5500000000002,91.80000000000007
328,Derana fried thalapath 200g,Pantry staples,Sauce,33,33,1,33.0,2,7.990000000000004,1,2.0900000000000016,1,1,1,1,2,4,11,7,13,1,194.7000000000001,263.67000000000013,68.97000000000006
329,Derana garlic & ginger 350g,Pantry staples,Condiments,106,106,1,106.0,2,3.949999999999993,1,3.949999999999993,1,1,1,1,2,4,12,7,19,1,0.0,418.69999999999925,418.69999999999925
330,Derana garlic crush 350g,Pantry staples,Condiments,99,99,1,99.0,3,3.9900000000000055,1,1.1899999999999984,1,1,1,1,2,4,12,7,16,1,277.2000000000005,395.01000000000056,117.80999999999985
331,Derana ginger minced 1kg,Pantry staples,Condiments,25,25,1,25.0,2,6.990000000000001,1,2.1899999999999995,1,1,1,1,2,4,10,7,14,1,119.99999999999996,174.75000000000003,54.749999999999986
332,Derana ginger minced 350g,Pantry staples,Condiments,81,81,1,81.0,2,3.990000000000005,1,1.1899999999999986,1,1,1,1,2,4,12,7,19,1,226.80000000000032,323.1900000000004,96.38999999999989
333,Derana goraka pieces 100g,Pantry staples,Condiments,36,36,1,36.0,2,3.5,1,1.700000000000001,1,1,1,1,2,4,11,7,11,1,64.79999999999995,126.0,61.20000000000004
334,Derana hand pou.parb red 5kg,Pantry staples,Rice,2,2,1,2.0,1,14.1,1,3.3,1,1,1,1,1,1,2,1,2,1,21.6,28.2,6.6
335,Derana hand pou.parb.red 1kg,Pantry staples,Rice,2,2,1,2.0,2,3.55,1,1.2,1,1,1,1,1,1,2,2,2,1,4.7,7.1,2.4
336,Derana indian basmathi 10kg,Pantry staples,Rice,7,7,1,7.0,2,30.0,1,5.3500000000000005,1,1,1,1,2,3,4,4,7,1,172.55,210.0,37.45
337,Derana indian basmathi 20kg,Pantry staples,Rice,2,2,1,2.0,1,43.0,1,6.0,1,1,1,1,1,1,2,2,2,1,74.0,86.0,12.0
338,Derana indian basmathi 5kg,Pantry staples,Rice,23,23,1,23.0,2,15.990000000000004,1,3.590000000000002,1,1,1,1,2,4,10,7,10,1,285.20000000000005,367.7700000000001,82.57000000000005
339,Derana jack mackerel 425g,Pantry staples,Canned fish,113,113,1,143.0,2,3.850000000000009,1,0.9000000000000018,1,4,4,4,2,4,12,7,22,2,421.849999999999,550.5500000000011,128.70000000000024
340,Derana jaffna curry powder 350g,Pantry staples,Spices,26,26,1,26.0,2,5.599999999999998,1,1.3000000000000003,1,1,1,1,2,4,11,6,10,1,111.79999999999995,145.59999999999994,33.800000000000004
341,Derana katta curry 325g,Pantry staples,Sauces,17,17,1,17.0,2,6.989999999999998,1,2.09,1,1,1,1,2,4,9,6,8,1,83.30000000000001,118.82999999999997,35.53
342,Derana katta sambol 350g,Pantry staples,Condiments,66,66,1,72.0,2,6.5,1,1.599999999999998,1,3,3,3,2,4,12,7,16,2,352.7999999999998,468.0,115.19999999999986
343,Derana keeri samba 1kg,Pantry staples,Rice,26,26,1,29.0,2,3.989999999999999,1,1.1900000000000002,1,1,1,1,2,4,11,7,10,1,81.19999999999996,115.70999999999997,34.510000000000005
344,Derana keeri samba 5kg,Pantry staples,Rice,18,18,1,18.0,2,17.5,1,3.8999999999999995,1,1,1,1,2,4,8,7,9,1,244.79999999999993,315.0,70.19999999999999
345,Derana kithul jaggary 450g,Pantry staples,Sugar,19,19,1,22.0,2,7.7,1,1.8,1,2,2,2,1,3,8,7,8,2,129.80000000000004,169.39999999999998,39.6
346,Derana kohila curry,Pantry staples,Sauces,18,18,1,19.0,2,4.89,1,1.09,1,1,1,1,2,4,10,7,12,1,72.19999999999997,92.91,20.71
347,Derana lime pickle sambol 400g,Pantry staples,Pickle,22,22,1,23.0,2,4.790000000000003,1,0.9899999999999997,1,1,1,1,2,4,11,7,11,1,87.39999999999996,110.17000000000006,22.769999999999992
348,Derana lite basmathi 1kg,Pantry staples,Rice,60,60,1,65.0,2,3.9900000000000038,1,1.0900000000000019,1,3,3,3,2,4,12,7,15,2,188.50000000000017,259.3500000000002,70.85000000000011
349,Derana lite basmathi 5kg,Pantry staples,Rice,15,15,1,16.0,2,17.0,1,3.600000000000001,1,2,2,2,2,4,10,7,8,2,214.40000000000006,272.0,57.600000000000016
350,Derana lunumiris,Pantry staples,Sauce,22,22,1,22.0,2,4.799999999999998,1,1.1000000000000003,1,1,1,1,2,4,9,7,10,1,81.40000000000003,105.59999999999997,24.200000000000006
351,Derana mackerel 425g,Pantry staples,Canned fish,85,85,1,134.0,2,2.990000000000005,1,0.9899999999999982,1,5,5,5,2,4,11,7,17,2,268.0,400.66000000000065,132.65999999999983
352,Derana maldive f sambol 200g,Pantry staples,Sauce,21,21,1,21.0,2,6.989999999999999,1,2.0399999999999996,1,1,1,1,2,4,10,6,8,1,103.95000000000003,146.79,42.83999999999999
353,Derana mango curry 350g,Pantry staples,Sauces,30,30,1,31.0,2,5.490000000000001,1,1.6899999999999993,1,1,1,1,2,4,11,7,16,1,117.79999999999994,170.19000000000003,52.38999999999998
354,Derana mixed fruit jam 450g,Pantry staples,Condiments,3,3,1,3.0,2,3.49,1,0.69,1,1,1,1,1,2,2,3,3,1,8.399999999999999,10.47,2.07
355,Derana mustard powder 200g,Pantry staples,Spices,20,20,1,21.0,2,3.9900000000000007,1,2.0399999999999996,1,2,2,2,2,4,9,7,11,2,40.949999999999996,83.79000000000002,42.83999999999999
356,Derana muthu samba 1kg,Pantry staples,Rice,53,53,1,56.0,2,3.5,1,1.35,1,2,2,2,2,4,12,7,13,2,120.4000000000001,196.0,75.60000000000001
357,Derana mutton curry mix 350g,Pantry staples,Spices,10,10,1,11.0,2,4.990000000000001,1,2.09,1,2,2,2,2,4,9,6,9,2,31.899999999999995,54.890000000000015,22.99
358,Derana panna dried fish 200g,Pantry staples,Dried fish,5,5,1,5.0,2,4.8,1,1.0,1,1,1,1,1,1,2,4,4,1,19.0,24.0,5.0
359,Derana papper crush 200g,Pantry staples,Spices,20,20,1,21.0,2,6.39,1,1.4899999999999993,1,1,1,1,2,4,10,7,12,1,102.90000000000003,134.19,31.289999999999985
360,Derana paraw dried fish 200g,Pantry staples,Dried fish,3,3,1,4.0,1,5.989999999999999,1,2.09,1,2,2,2,1,1,1,3,2,2,15.6,23.96,8.36
361,Derana parboiled 1kg,Pantry staples,Dried fish,9,9,1,9.0,2,2.75,1,0.65,1,1,1,1,2,2,4,4,4,1,18.900000000000002,24.75,5.8500000000000005
362,Derana paspanguwa 100g,Pantry staples,Spices,12,12,1,16.0,2,3.0,1,0.75,1,2,2,2,2,2,5,6,8,2,36.0,48.0,12.0
363,Derana passionfruit cordial 750ml,Beverages,Fruit juice,4,4,1,4.0,2,4.990909091,1,0.790909091,1,1,1,1,1,2,3,3,4,1,16.8,19.963636364,3.163636364
364,Derana pepper powder 200g,Pantry staples,Spices,14,14,1,14.0,2,6.39,1,1.4899999999999998,1,1,1,1,1,4,9,6,9,1,68.6,89.46,20.859999999999996
365,Derana polos mallum 325g,Pantry staples,Condiments,4,4,1,4.0,1,4.99,1,1.29,1,1,1,1,2,3,4,3,4,1,14.8,19.96,5.16
366,Derana pork curry mix 350g,Pantry staples,Spices,23,23,1,23.0,2,4.989999999999998,1,2.0900000000000007,1,1,1,1,2,4,11,7,12,1,66.69999999999997,114.76999999999997,48.07000000000002
367,Derana r/chilli powder 250g,Pantry staples,Spices,6,6,1,6.0,2,3.0,1,0.7000000000000001,1,1,1,1,1,3,4,4,5,1,13.8,18.0,4.2
368,Derana r/coco sambol 300g,Pantry staples,Sauce,53,53,1,57.0,2,5.5,1,1.5999999999999988,1,1,1,1,2,4,11,7,15,1,222.3000000000002,313.5,91.19999999999993
369,Derana r/curry powder 250g,Pantry staples,Spices,40,40,1,40.0,2,2.9000000000000017,1,0.6999999999999995,1,1,1,1,2,4,11,7,16,1,88.00000000000006,116.00000000000007,27.999999999999982
370,Derana r/curry powder 500g,Pantry staples,Spices,12,12,1,13.0,2,5.450000000000002,1,1.25,1,2,2,2,2,4,8,6,8,2,54.600000000000016,70.85000000000001,16.25
371,Derana rasam mix 300g,Pantry staples,Spices,8,8,1,8.0,2,4.5,1,1.5999999999999999,1,1,1,1,2,4,6,5,6,1,23.199999999999996,36.0,12.799999999999999
372,Derana raw rice 1kg,Pantry staples,Rice,31,31,1,31.0,2,3.5,1,1.3999999999999992,1,1,1,1,2,4,12,7,14,1,65.10000000000002,108.5,43.39999999999998
373,Derana red basmathi 1kg,Pantry staples,Rice,46,46,1,46.0,2,3.9900000000000015,1,1.0900000000000012,1,1,1,1,2,4,12,7,15,1,133.4000000000001,183.54000000000008,50.14000000000006
374,Derana red basmathi 5kg,Pantry staples,Rice,6,6,1,6.0,2,18.400000000000002,1,5.0,1,1,1,1,2,2,5,3,5,1,80.4,110.4,30.0
375,Derana red raw rice 5kg,Pantry staples,Rice,8,8,1,8.0,2,13.69,1,4.09,1,1,1,1,2,3,6,4,7,1,76.8,109.52,32.72
376,Derana red s/h flour 700g,Pantry staples,Flour,7,7,1,7.0,2,1.9499999999999997,1,0.45000000000000007,1,1,1,1,1,2,5,3,7,1,10.5,13.649999999999999,3.1500000000000004
377,Derana ros /rice flr red 1kg,Pantry staples,Flour,15,15,1,18.0,2,2.899999999999999,1,0.6999999999999998,1,2,2,2,2,4,10,7,11,2,39.599999999999994,52.19999999999999,12.599999999999998
378,Derana sago 250g,Pantry staples,Grains and pulses,3,3,1,3.0,2,2.5,1,1.15,1,1,1,1,1,1,2,2,3,1,4.050000000000001,7.5,3.4499999999999997
379,Derana sago 500g,Pantry staples,Grains and pulses,29,29,1,30.0,2,3.5,1,0.8999999999999996,1,1,1,1,2,4,12,7,17,1,77.99999999999999,105.0,26.999999999999986
380,Derana sesame rolls 200g,Snacks,Packaged snacks,13,13,1,13.0,2,3.9900000000000015,1,1.09,1,1,1,1,2,2,4,6,9,1,37.69999999999999,51.87000000000002,14.17
381,Derana soya chunks 500g,Pantry staples,Pulses and grains,83,83,1,95.0,2,3.990000000000005,1,1.1899999999999986,1,4,4,4,2,4,12,7,18,2,266.00000000000045,379.0500000000004,113.04999999999988
382,Derana soyameat regular,Pantry staples,Pulses and grains,8,8,1,9.0,2,1.6899999999999997,1,0.69,1,1,1,1,1,1,2,6,7,1,9.0,15.209999999999997,6.209999999999999
383,Derana suduru samba 1kg,Pantry staples,Rice,18,18,1,19.0,2,4.989999999999999,1,1.59,1,2,2,2,2,4,10,6,11,2,64.59999999999998,94.81,30.21
384,Derana tamarind paste 400g,Pantry staples,Sauces,5,5,1,5.0,2,4.99,1,1.39,1,1,1,1,1,2,3,2,5,1,18.0,24.950000000000003,6.949999999999999
385,Derana tikiri soya 250g,Pantry staples,Pulses and grains,65,65,1,70.0,2,2.49,1,0.7400000000000001,1,3,3,3,2,4,12,7,19,2,122.5,174.30000000000007,51.80000000000002
386,Derana tomato sauce 350ml,Pantry staples,Sauces,1,1,1,1.0,1,3.99,1,1.59,1,1,1,1,1,1,1,1,1,1,2.4,3.99,1.59
387,Derana veg lunumiris 350g,Pantry staples,Sauces,13,13,1,13.0,2,3.9900000000000015,1,0.3399999999999999,1,1,1,1,2,4,9,7,10,1,47.44999999999999,51.87000000000002,4.419999999999999
388,Derana veg red coco sambol 225g,Pantry staples,Sauces,68,68,1,73.0,2,5.5,1,1.9000000000000026,1,2,2,2,2,4,12,7,19,2,262.7999999999997,401.5,138.70000000000016
389,Derana veg seeni sambol 350g,Pantry staples,Sauces,23,23,1,26.0,2,6.489999999999999,1,2.1899999999999995,1,2,2,2,2,4,9,7,12,2,111.79999999999995,168.74,56.93999999999998
390,Derana virgin coconut oil 300ml,Pantry staples,Oil,4,4,1,4.0,2,6.4,1,1.5,1,1,1,1,1,4,4,4,3,1,19.6,25.6,6.0
391,Derana white keeri samba 1kg,Pantry staples,Rice,11,11,1,12.0,2,3.9900000000000015,1,1.1899999999999997,1,2,2,2,2,3,5,5,7,2,33.6,47.88000000000002,14.279999999999996
392,Derana white raw rice 1kg,Pantry staples,Rice,52,52,1,53.0,2,3.5,1,1.4,1,2,2,2,2,4,12,7,17,2,111.29999999999991,185.5,74.19999999999999
393,Derana white s/h flour 700g,Pantry staples,Flour,9,9,1,10.0,2,1.9499999999999997,1,0.45000000000000007,1,2,2,2,1,3,7,5,6,2,15.0,19.5,4.5
394,Derana woodapple cordial 750ml,Pantry staples,Sauces,1,1,1,1.0,1,4.990909091,1,0.490909091,1,1,1,1,1,1,1,1,1,1,4.5,4.990909091,0.490909091
395,Derana woodapple jam 450g,Pantry staples,Condiments,2,2,1,2.0,2,3.99,1,1.19,1,1,1,1,2,2,2,1,2,1,5.6,7.98,2.38
396,Derana yellow rice mix 350g,Pantry staples,Rice,16,16,1,16.0,2,4.5,1,1.3000000000000003,1,1,1,1,2,4,9,7,10,1,51.20000000000001,72.0,20.800000000000004
397,Devaaya 10kg,Pantry staples,Rice,37,37,1,37.0,2,28.0,1,8.25,1,1,1,1,2,4,11,7,15,1,730.75,1036.0,305.25
398,Devaaya 5kg,Pantry staples,Rice,189,189,1,196.0,2,14.5,1,3.5,1,2,2,2,2,4,12,7,20,2,2156.0,2842.0,686.0
399,Diced tomatoes,Pantry staples,Pasta,371,371,1,973.0,2,0.9900000000000061,1,0.31000000000000166,1,10,10,10,2,4,12,7,23,3,661.6400000000009,963.2700000000035,301.6300000000011
400,Dill,Fresh produce,Herbs,781,781,1,880.0,2,3.0,1,3.0,1,1,5,5,2,4,12,7,24,2,0.0,2640.0,2640.0
401,Divul kiri 750ml,Beverages,Mix,6,6,1,7.0,1,6.990000000000001,1,2.0399999999999996,1,1,1,1,1,3,5,5,6,1,34.65,48.93000000000001,14.279999999999998
402,Dragonfruit,Fresh produce,Tropical fruits,227,227,1,115.34400000000002,2,14.989999999999919,1,14.989999999999919,1,1,171,171,2,4,11,7,20,2,0.0,1729.0065600000005,1729.0065600000005
403,Dreana special noodles 400g,Snacks,Noodles,6,6,1,8.0,2,2.2899999999999996,1,0.69,1,1,1,1,1,2,4,3,5,1,12.799999999999999,18.319999999999997,5.52
404,Dried anguluwa sera,Pantry staples,Dried fish,1,1,1,1.0,1,4.5,1,1.4,1,1,1,1,1,1,1,1,1,1,3.1,4.5,1.4
405,Dried figs 250g,Snacks,Packaged snacks,55,55,1,58.0,2,5.199999999999995,1,1.2000000000000013,1,2,2,2,2,4,10,7,20,2,232.0,301.5999999999997,69.60000000000007
406,Dried fish katta 200g,Pantry staples,Dried fish,45,45,1,46.0,2,7.5,1,1.7000000000000013,1,2,2,2,2,4,11,7,11,2,266.8000000000002,345.0,78.20000000000006
407,Dried hurulu 250g,Pantry staples,Dried fish,8,8,1,8.0,2,6.990000000000001,1,1.24,1,1,1,1,1,3,4,5,6,1,46.0,55.92000000000001,9.92
408,Dried kooni large,Pantry staples,Dried fish,7,7,1,7.0,2,7.5,1,1.75,1,1,1,1,2,3,5,4,4,1,40.25,52.5,12.25
409,Dried kooni small 250g,Pantry staples,Dried fish,7,7,1,7.0,2,7.5,1,2.0,1,1,1,1,2,4,5,5,6,1,38.5,52.5,14.0
410,Dried mora 250g,Pantry staples,Dried fish,11,11,1,11.0,2,7.5,1,1.75,1,1,1,1,2,3,7,6,5,1,63.25,82.5,19.25
411,Dried paraw 250g agro,Pantry staples,Dried fish,28,28,1,28.0,2,7.5,1,1.5,1,1,1,1,2,4,10,6,15,1,168.0,210.0,42.0
412,Dried prawns (boil & dried),Pantry staples,Condiments,6,6,1,6.0,2,5.3,1,1.0,1,1,1,1,1,1,3,5,5,1,25.8,31.8,6.0
413,Dried sprats 200g lakmalu,Pantry staples,Sardines,14,14,1,14.0,2,5.99,1,1.4899999999999998,1,1,1,1,2,3,4,5,7,1,63.0,83.86,20.859999999999996
414,Dried thalapath 200g derana,Pantry staples,Dried fish,18,18,1,18.0,2,7.5,1,1.5500000000000005,1,1,1,1,1,4,9,6,10,1,107.10000000000004,135.0,27.90000000000001
415,Dried thora 250g,Pantry staples,Condiments,6,6,1,8.0,2,7.5,1,1.75,1,2,2,2,1,3,4,3,5,2,46.0,60.0,14.0
416,Drinking coconut,Fresh produce,Coconut products,23,23,1,44.0,2,3.5,1,3.5,1,1,4,4,1,3,6,7,14,2,0.0,154.0,154.0
417,Dry cake 400g,Breads & bakery,Cake,79,79,1,127.0,2,3.5,1,1.0,1,6,6,6,2,4,11,7,19,2,317.5,444.5,127.0
418,Easter candle,Miscellaneous,Candles,5,5,1,10.0,2,4.8,1,1.8,1,3,3,3,1,2,3,4,5,2,30.0,48.0,18.0
419,Easy peal navel orange,Fresh produce,Citrus fruits,153,153,1,155.382,2,4.990000000000006,1,4.990000000000006,1,1,138,138,2,3,5,7,12,2,0.0,775.3561799999999,775.3561799999999
420,Egg free range 600g,"Dairy, cheese, and eggs",Eggs,49,49,1,52.0,2,4.199999999999997,1,1.0,1,2,2,2,1,2,3,7,20,2,166.39999999999992,218.39999999999984,52.0
421,Egg freerang 700,"Dairy, cheese, and eggs",Eggs,1049,1049,1,1145.0,2,4.699999999999907,1,1.0399999999999847,1,4,4,4,2,4,12,7,24,2,4190.699999999946,5381.4999999999,1190.799999999984
422,Egg pasta large 250g,Pantry staples,Pasta,63,63,1,105.0,2,2.490000000000001,1,0.8900000000000003,1,6,6,6,2,4,12,7,14,3,167.99999999999991,261.45,93.45000000000003
423,Egg pasta medium 250g,Pantry staples,Pasta,108,108,1,149.0,2,2.490000000000004,1,0.8900000000000005,1,3,3,3,2,4,12,7,16,2,238.39999999999966,371.0100000000006,132.61
424,Eggplant,Fresh produce,Other vegies,4272,4272,1,2797.4400000000032,2,6.990000000000626,1,6.990000000000626,1,1,782,782,2,4,12,7,24,2,0.0,19554.10559999999,19554.10559999999
425,Eggplant lebanese,Fresh produce,Other vegies,658,658,1,260.65200000000027,2,6.989999999999882,1,6.989999999999882,1,1,316,316,2,4,12,7,23,2,0.0,1821.957480000003,1821.957480000003
426,Eggs 700g,"Dairy, cheese, and eggs",Eggs,3447,3447,1,4926.0,2,3.2000000000000925,1,0.5,1,12,12,12,2,4,12,7,24,3,13300.200000000312,15763.200000000523,2463.0
427,Eggs 800g,"Dairy, cheese, and eggs",Eggs,1139,1139,1,1286.0,2,3.8000000000000806,1,1.0,1,6,6,6,2,4,12,7,24,2,3600.8000000000466,4886.800000000088,1286.0
428,Eggs 850g,"Dairy, cheese, and eggs",Eggs,28,28,1,33.0,2,3.89,1,0.8900000000000003,1,2,2,2,1,2,3,7,10,2,99.0,128.37,29.37000000000001
429,Elephant egb 400ml,Beverages,Soda,6,6,1,6.0,2,1.809090909,1,0.669090909,1,1,1,1,1,2,4,5,5,1,6.839999999999999,10.854545454,4.014545454
430,Elephant house egb 1.5l,Beverages,Soda,37,37,1,37.0,2,3.181818182,1,0.9518181819999998,1,1,1,1,2,4,12,7,18,1,82.50999999999999,117.72727273400001,35.21727273399999
431,Endive,Fresh produce,Bunch vegies,437,437,1,471.0,2,3.0,1,3.0,1,1,3,3,2,4,12,7,23,2,0.0,1413.0,1413.0
432,Extra hot bhuja 300g,Snacks,Packaged snacks,8,8,1,22.0,2,3.990000000000001,1,2.07,1,2,2,2,1,4,6,4,8,2,42.24,87.78,45.54
433,Faluda mix motha 250g,Beverages,Mix,21,21,1,25.0,2,3.4,1,1.0500000000000005,1,2,2,2,2,3,9,7,10,2,58.750000000000014,85.00000000000001,26.250000000000007
434,Fanta 375ml can,Beverages,Soda,20,20,1,23.0,2,2.0,1,1.2800000000000002,1,2,2,2,2,4,8,7,10,2,16.560000000000002,46.0,29.440000000000005
435,Fava beans 398ml,Pantry staples,Grains and pulses,3,3,1,9.0,2,1.4000000000000001,1,0.39999999999999997,1,2,2,2,1,1,2,3,2,2,9.0,12.600000000000001,3.5999999999999996
436,Fava beans 500g,Pantry staples,Grains and pulses,16,16,1,19.0,2,2.5,1,1.3000000000000003,1,2,2,2,2,4,9,7,11,2,22.799999999999994,47.5,24.700000000000006
437,Fennel,Fresh produce,Other vegies,754,754,1,949.0,2,1.7000000000000242,1,1.7000000000000242,1,1,4,4,2,4,12,7,23,2,0.0,1613.3000000000193,1613.3000000000193
438,Fennel powder 100g,Pantry staples,Spices,16,16,1,16.0,2,2.718181818,1,1.618181818,1,1,1,1,1,4,8,6,11,1,17.599999999999998,43.490909088,25.890909088
439,Fennel seed 50g,Pantry staples,Spices,50,50,1,59.0,2,1.9899999999999984,1,0.7899999999999994,1,3,3,3,2,4,11,7,12,2,70.80000000000007,117.40999999999991,46.609999999999964
440,Fennel seeds 100g,Pantry staples,Spices,6,6,1,6.0,2,2.99,1,0.9900000000000001,1,1,1,1,1,2,4,4,4,1,12.0,17.94,5.94
441,Fenugreek seeds 100g,Pantry staples,Spices,29,29,1,30.0,2,2.9899999999999998,1,1.9900000000000007,1,1,1,1,2,4,12,7,14,1,30.0,89.69999999999999,59.70000000000002
442,Field tomatoes,Fresh produce,Tomatoes,11019,11019,1,7428.811000000021,2,2.9900000000006735,1,1.3899999999998032,1,1103,1103,1103,2,4,12,7,24,2,11886.097600000005,22212.144890000025,10326.047290000053
443,Figs,Fresh produce,Other fruits,368,368,1,648.1799999999998,2,1.5,1,1.5,1,1,55,55,2,3,6,7,24,3,0.0,972.27,972.27
444,Figs 2 for $ 1.50,Fresh produce,Deals,84,84,1,137.0,2,1.5,1,0.75,1,3,3,3,2,1,3,7,18,2,102.75,205.5,102.75
445,Figs 370g pak,Fresh produce,Fruits,15,15,1,15.0,2,4.0,1,1.0,1,1,1,1,1,2,5,6,5,1,45.0,60.0,15.0
446,Fine salt 1kg,Pantry staples,Spices,53,53,1,65.0,2,1.9899999999999982,1,0.7899999999999994,1,4,4,4,2,4,12,7,15,2,78.00000000000006,129.34999999999994,51.349999999999966
447,Fine sev 300g,Snacks,Packaged snacks,2,2,1,2.0,2,3.99,1,2.07,1,1,1,1,1,1,2,2,2,1,3.84,7.98,4.14
448,Firm gold apple 2kg,Fresh produce,Apples,16,16,1,11.155999999999999,2,1.9899999999999993,1,1.9899999999999993,1,1,16,16,1,1,2,7,8,2,0.0,22.20044,22.20044
449,Firm grapes,Fresh produce,Grapes,11,11,1,9.834,2,2.5,1,2.5,1,1,11,11,1,1,2,6,6,2,0.0,24.584999999999997,24.584999999999997
450,Fish curry mix 375g,Pantry staples,Spices,10,10,1,10.0,2,4.990000000000001,1,2.09,1,1,1,1,2,3,6,6,6,1,28.999999999999993,49.90000000000001,20.9
451,Fish curry mix la,Pantry staples,Sauces,6,6,1,6.0,1,4.990000000000001,1,1.89,1,1,1,1,1,3,6,4,6,1,18.6,29.940000000000005,11.34
